source_mat_id,sea_surf_temp,sea_surf_temp_method,ph,ph_method,sediment_temp,sediment_temp_method,redox_potential,redox_potential_method,alkalinity,alkalinity_method,ammonium,ammonium_method,bac_prod,bac_prod_method,biomass,biomass_method,chem_administration,chlorophyll,chlorophyll_method,diss_carb_dioxide,diss_carb_dioxide_method,diss_inorg_carb,diss_inorg_carb_method,diss_org_carb,diss_org_carb_method,diss_org_nitro,diss_org_nitro_method,diss_oxygen,diss_oxygen_method,magnesium,magnesium_method,methane,methane_method,n_alkanes,n_alkanes_method,nitrate,nitrate_method,nitrite,nitrite_method,organism_count,organism_count_method,oxy_stat_samp,part_org_carb,part_org_carb_method,part_org_nitro,part_org_nitro_method,particle_class,perturbation,petroleum_hydrocarb,petroleum_hydrocarb_method,phaeopigments,phaeopigments_method,phosphate,phosphate_method,pigments,pigments_method,porosity,pressure,pressure_method,sea_surf_salinity,sea_surf_salinity_method,silicate,silicate_method,sulfate,sulfate_method,sulfide,sulfide_method,water_current,water_current_method
EMOBON_BPNS_220601_So_meio_2,15.655,CTD,5.63,Hanna Instruments 991001 ph meter,15.619,CTD,,,,,,,,,,,,,,,,,,,,,,8.021452,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00626696,CTD,33.264,CTD,,,,,,,,
EMOBON_BPNS_220601_So_meio_3,15.655,CTD,5.63,Hanna Instruments 991001 ph meter,15.619,CTD,,,,,,,,,,,,,,,,,,,,,,8.021452,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00626696,CTD,33.264,CTD,,,,,,,,
EMOBON_BPNS_220601_So_meio_4,15.655,CTD,5.63,Hanna Instruments 991001 ph meter,15.619,CTD,,,,,,,,,,,,,,,,,,,,,,8.021452,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00626696,CTD,33.264,CTD,,,,,,,,
EMOBON_BPNS_220601_So_meio_blank,15.655,CTD,5.63,Hanna Instruments 991001 ph meter,15.619,CTD,,,,,,,,,,,,,,,,,,,,,,8.021452,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00626696,CTD,33.264,CTD,,,,,,,,
EMOBON_BPNS_220819_So_micro_1,21.518,CTD,"6,85",LLG PH METER 5,21.502,CTD,,,,,,,,,,,,,,,,,,,,,,6.652191,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00626696,CTD,33.264,CTD,,,,,,,,
EMOBON_BPNS_220819_So_micro_2,21.518,CTD,"6,85",LLG PH METER 5,21.502,CTD,,,,,,,,,,,,,,,,,,,,,,6.652191,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,CTD,,,,,,,,
EMOBON_BPNS_220819_So_micro_3,21.518,CTD,"6,85",LLG PH METER 5,21.502,CTD,,,,,,,,,,,,,,,,,,,,,,6.652191,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,CTD,,,,,,,,
EMOBON_BPNS_220819_So_micro_4,21.518,CTD,"6,85",LLG PH METER 5,21.502,CTD,,,,,,,,,,,,,,,,,,,,,,6.652191,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,CTD,,,,,,,,
EMOBON_BPNS_220819_So_micro_blank,21.518,CTD,"6,85",LLG PH METER 5,21.502,CTD,,,,,,,,,,,,,,,,,,,,,,6.652191,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,CTD,,,,,,,,
EMOBON_BPNS_220819_So_micro_blank,21.518,CTD,"6,85",LLG PH METER 5,21.502,CTD,,,,,,,,,,,,,,,,,,,,,,6.652191,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,CTD,,,,,,,,
EMOBON_BPNS_221027_So_micro_1,,CTD broken,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,CTD broken,,,,,,,,
EMOBON_BPNS_221027_So_micro_2,,CTD broken,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,CTD broken,,,,,,,,
EMOBON_BPNS_221027_So_micro_3,,CTD broken,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,CTD broken,,,,,,,,
EMOBON_BPNS_221027_So_micro_4,,CTD broken,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,CTD broken,,,,,,,,
EMOBON_BPNS_221027_So_micro_blank,,CTD broken,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,CTD broken,,,,,,,,
EMOBON_BPNS_221027_So_micro_blank,,CTD broken,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,CTD broken,,,,,,,,
EMOBON_BPNS_221027_So_macro_1,,CTD broken,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,CTD broken,,,,,,,,
EMOBON_BPNS_221027_So_macro_2,,CTD broken,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,CTD broken,,,,,,,,
EMOBON_BPNS_221027_So_macro_3,,CTD broken,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,CTD broken,,,,,,,,
EMOBON_BPNS_221027_So_macro_4,,CTD broken,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,CTD broken,,,,,,,,
EMOBON_BPNS_221027_So_macro_blank,,CTD broken,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,CTD broken,,,,,,,,
EMOBON_BPNS_221027_So_meio_1,,CTD broken,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,CTD broken,,,,,,,,
EMOBON_BPNS_221027_So_meio_2,,CTD broken,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,CTD broken,,,,,,,,
EMOBON_BPNS_221027_So_meio_3,,CTD broken,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,CTD broken,,,,,,,,
EMOBON_BPNS_221027_So_meio_4,,CTD broken,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,CTD broken,,,,,,,,
EMOBON_BPNS_221027_So_meio_blank,,CTD broken,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD broken,,CTD broken,,,,,,,,
EMOBON_BPNS_221212_So_micro_1,9.135,CTD,"6,6",LLG PH METER 5,"7,8",CTD,,,,,,,,,,,,,,,,,,,,,,9.149678,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,32.018,CTD,,,,,,,,
EMOBON_BPNS_221212_So_micro_2,9.135,CTD,"6,6",LLG PH METER 5,"7,8",CTD,,,,,,,,,,,,,,,,,,,,,,9.149678,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,32.018,CTD,,,,,,,,
EMOBON_BPNS_221212_So_micro_3,9.135,CTD,"6,6",LLG PH METER 5,"7,8",CTD,,,,,,,,,,,,,,,,,,,,,,9.149678,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,32.018,CTD,,,,,,,,
EMOBON_BPNS_221212_So_micro_4,9.135,CTD,"6,6",LLG PH METER 5,"7,8",CTD,,,,,,,,,,,,,,,,,,,,,,9.149678,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,32.018,CTD,,,,,,,,
EMOBON_BPNS_221212_So_micro_blank,9.135,CTD,"6,6",LLG PH METER 5,"7,8",CTD,,,,,,,,,,,,,,,,,,,,,,9.149678,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,32.018,CTD,,,,,,,,
EMOBON_BPNS_221212_So_micro_blank,9.135,CTD,"6,6",LLG PH METER 5,"7,8",CTD,,,,,,,,,,,,,,,,,,,,,,9.149678,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,32.018,CTD,,,,,,,,
EMOBON_BPNS_221027_So_micro_1,,"not measured, waves too higher for CTD",,not measured,,"not measured, waves too higher for CTD",,,,,,,,,,,,,,,,,,,,,,,"not measured, waves too higher for CTD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"not measured, waves too higher for CTD",,"not measured, waves too higher for CTD",,,,,,,,
#REF!,,"not measured, waves too higher for CTD",,not measured,,"not measured, waves too higher for CTD",,,,,,,,,,,,,,,,,,,,,,,"not measured, waves too higher for CTD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"not measured, waves too higher for CTD",,"not measured, waves too higher for CTD",,,,,,,,
#REF!,,"not measured, waves too higher for CTD",,not measured,,"not measured, waves too higher for CTD",,,,,,,,,,,,,,,,,,,,,,,"not measured, waves too higher for CTD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"not measured, waves too higher for CTD",,"not measured, waves too higher for CTD",,,,,,,,
#REF!,,"not measured, waves too higher for CTD",,not measured,,"not measured, waves too higher for CTD",,,,,,,,,,,,,,,,,,,,,,,"not measured, waves too higher for CTD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"not measured, waves too higher for CTD",,"not measured, waves too higher for CTD",,,,,,,,
#REF!,,"not measured, waves too higher for CTD",,not measured,,"not measured, waves too higher for CTD",,,,,,,,,,,,,,,,,,,,,,,"not measured, waves too higher for CTD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"not measured, waves too higher for CTD",,"not measured, waves too higher for CTD",,,,,,,,
#REF!,,"not measured, waves too higher for CTD",,not measured,,"not measured, waves too higher for CTD",,,,,,,,,,,,,,,,,,,,,,,"not measured, waves too higher for CTD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"not measured, waves too higher for CTD",,"not measured, waves too higher for CTD",,,,,,,,
EMOBON_BPNS_221027_So_macro_1,,"not measured, waves too higher for CTD",,not measured,,"not measured, waves too higher for CTD",,,,,,,,,,,,,,,,,,,,,,,"not measured, waves too higher for CTD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"not measured, waves too higher for CTD",,"not measured, waves too higher for CTD",,,,,,,,
EMOBON_BPNS_221027_So_macro_2,,"not measured, waves too higher for CTD",,not measured,,"not measured, waves too higher for CTD",,,,,,,,,,,,,,,,,,,,,,,"not measured, waves too higher for CTD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"not measured, waves too higher for CTD",,"not measured, waves too higher for CTD",,,,,,,,
EMOBON_BPNS_221027_So_macro_3,,"not measured, waves too higher for CTD",,not measured,,"not measured, waves too higher for CTD",,,,,,,,,,,,,,,,,,,,,,,"not measured, waves too higher for CTD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"not measured, waves too higher for CTD",,"not measured, waves too higher for CTD",,,,,,,,
EMOBON_BPNS_221027_So_macro_4,,"not measured, waves too higher for CTD",,not measured,,"not measured, waves too higher for CTD",,,,,,,,,,,,,,,,,,,,,,,"not measured, waves too higher for CTD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"not measured, waves too higher for CTD",,"not measured, waves too higher for CTD",,,,,,,,
EMOBON_BPNS_221027_So_macro_blank,6.812,CTD,/,not measured,7.326,CTD,,,,,,,,,,,,,,,,,,,,,,"negative value, prob corrupted measurement",CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,31.645,CTD,,,,,,,,
EMOBON_BPNS_230216_So_micro_1,6.812,CTD,/,not measured,7.326,CTD,,,,,,,,,,,,,,,,,,,,,,"negative value, prob corrupted measurement",CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,31.645,CTD,,,,,,,,
EMOBON_BPNS_230216_So_micro_2,6.812,CTD,/,not measured,7.326,CTD,,,,,,,,,,,,,,,,,,,,,,"negative value, prob corrupted measurement",CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,31.645,CTD,,,,,,,,
EMOBON_BPNS_230216_So_micro_3,6.812,CTD,/,not measured,7.326,CTD,,,,,,,,,,,,,,,,,,,,,,"negative value, prob corrupted measurement",CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,31.645,CTD,,,,,,,,
EMOBON_BPNS_230216_So_micro_4,6.812,CTD,/,not measured,7.326,CTD,,,,,,,,,,,,,,,,,,,,,,"negative value, prob corrupted measurement",CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,31.645,CTD,,,,,,,,
EMOBON_BPNS_230216_So_micro_blank,6.812,CTD,/,not measured,7.326,CTD,,,,,,,,,,,,,,,,,,,,,,"negative value, prob corrupted measurement",CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,31.645,CTD,,,,,,,,
EMOBON_BPNS_230216_So_micro_blank,6.812,CTD,/,not measured,7.326,CTD,,,,,,,,,,,,,,,,,,,,,,"negative value, prob corrupted measurement",CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,31.645,CTD,,,,,,,,
EMOBON-230425-BPNS-So3-Meio-R1,,"waves too high, no CTD possible",,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,"waves too high, no CTD possible",,,,,,,,
EMOBON-230425-BPNS-So3-Meio-R2,,"waves too high, no CTD possible",,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,"waves too high, no CTD possible",,,,,,,,
EMOBON-230425-BPNS-So3-Meio-R3,,"waves too high, no CTD possible",,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,"waves too high, no CTD possible",,,,,,,,
EMOBON-230425-BPNS-So3-Meio-R4,,"waves too high, no CTD possible",,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,"waves too high, no CTD possible",,,,,,,,
EMOBON-230425-BPNS-So3-Meio-B,,"waves too high, no CTD possible",,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,"waves too high, no CTD possible",,,,,,,,
EMOBON-230416-BPNS-So3-Micro-R1,,"waves too high, no CTD possible",,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,"waves too high, no CTD possible",,,,,,,,
EMOBON-230416-BPNS-So3-Micro-R2,,"waves too high, no CTD possible",,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,"waves too high, no CTD possible",,,,,,,,
EMOBON-230416-BPNS-So3-Micro-R3,,"waves too high, no CTD possible",,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,"waves too high, no CTD possible",,,,,,,,
EMOBON-230416-BPNS-So3-Micro-R4,,"waves too high, no CTD possible",,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,"waves too high, no CTD possible",,,,,,,,
EMOBON-230416-BPNS-So3-Micro-B1,,"waves too high, no CTD possible",,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,"waves too high, no CTD possible",,,,,,,,
EMOBON-230416-BPNS-So3-Micro-B2,,"waves too high, no CTD possible",,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,"waves too high, no CTD possible",,,,,,,,
EMOBON-230416-BPNS-So3-Macro-R1,,"waves too high, no CTD possible",,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,"waves too high, no CTD possible",,,,,,,,
EMOBON-230416-BPNS-So3-Macro-R2,,"waves too high, no CTD possible",,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,"waves too high, no CTD possible",,,,,,,,
EMOBON-230416-BPNS-So3-Macro-R3,,"waves too high, no CTD possible",,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,"waves too high, no CTD possible",,,,,,,,
EMOBON-230416-BPNS-So3-Macro-R4,,"waves too high, no CTD possible",,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,"waves too high, no CTD possible",,,,,,,,
EMOBON-230416-BPNS-So3-Macro-B,,"waves too high, no CTD possible",,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"waves too high, no CTD possible",,"waves too high, no CTD possible",,,,,,,,
EMOBON-230416-BPNS-So3-Micro-R1,,CTD,,,CTD,,,,,,,,,,,,,,,,,,,,,,,,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,CTD,,,,,,,,
EMOBON-230416-BPNS-So3-Micro-R2,,CTD,,,CTD,,,,,,,,,,,,,,,,,,,,,,,,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,CTD,,,,,,,,
EMOBON-230416-BPNS-So3-Micro-R3,,CTD,,,CTD,,,,,,,,,,,,,,,,,,,,,,,,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,CTD,,,,,,,,
EMOBON-230416-BPNS-So3-Micro-R4,,CTD,,,CTD,,,,,,,,,,,,,,,,,,,,,,,,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,CTD,,,,,,,,
EMOBON-230416-BPNS-So3-Micro-B1,,CTD,,,CTD,,,,,,,,,,,,,,,,,,,,,,,,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,CTD,,,,,,,,
EMOBON-230416-BPNS-So3-Micro-B2,,CTD,,,CTD,,,,,,,,,,,,,,,,,,,,,,,,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,CTD,,,,,,,,
EMOBON-230425-BPNS-So3-Meio-R1,,CTD,,,CTD,,,,,,,,,,,,,,,,,,,,,,,,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,CTD,,,,,,,,
EMOBON-230425-BPNS-So3-Meio-R2,,CTD,,,CTD,,,,,,,,,,,,,,,,,,,,,,,,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,CTD,,,,,,,,
EMOBON-230425-BPNS-So3-Meio-R3,,CTD,,,CTD,,,,,,,,,,,,,,,,,,,,,,,,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,CTD,,,,,,,,
EMOBON-230425-BPNS-So3-Meio-R4,,CTD,,,CTD,,,,,,,,,,,,,,,,,,,,,,,,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,CTD,,,,,,,,
EMOBON-230425-BPNS-So3-Meio-B,,CTD,,,CTD,,,,,,,,,,,,,,,,,,,,,,,,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,CTD,,,,,,,,
